task_label,project,started_at,ended_at,duration_minutes
admin,Financeiro pessoal,2025-03-20 23:30:00,2025-03-21 00:53:00,83
codando,Trabalho,2025-03-21 00:00:00,2025-03-21 01:19:00,79
deep_work,Portfolio,2025-03-21 00:30:00,2025-03-21 03:18:00,168
reuniao,Estudos,2025-03-21 01:00:00,2025-03-21 01:33:00,33
pesquisa,Estudos,2025-03-21 01:30:00,2025-03-21 03:45:00,135
foco,Portfolio,2025-03-21 02:00:00,2025-03-21 04:47:00,167
deep_work,Trabalho,2025-03-21 02:30:00,2025-03-21 04:21:00,111
reuniao,Estudos,2025-03-21 03:00:00,2025-03-21 04:44:00,104
codando,Trabalho,2025-03-21 03:30:00,2025-03-21 05:16:00,106
admin,Consultoria,2025-03-21 04:00:00,2025-03-21 06:38:00,158
reuniao,Financeiro pessoal,2025-03-21 04:30:00,2025-03-21 06:49:00,139
pesquisa,Portfolio,2025-03-21 05:00:00,2025-03-21 06:43:00,103
foco,Financeiro pessoal,2025-03-21 05:30:00,2025-03-21 06:13:00,43
pesquisa,Consultoria,2025-03-21 06:00:00,2025-03-21 08:18:00,138
reuniao,Estudos,2025-03-21 06:30:00,2025-03-21 08:18:00,108
deep_work,Trabalho,2025-03-21 07:00:00,2025-03-21 07:56:00,56
foco,Trabalho,2025-03-21 07:30:00,2025-03-21 09:15:00,105
foco,Consultoria,2025-03-21 08:00:00,2025-03-21 10:26:00,146
reuniao,Portfolio,2025-03-21 08:30:00,2025-03-21 11:21:00,171
codando,Financeiro pessoal,2025-03-21 09:00:00,2025-03-21 09:34:00,34
codando,Estudos,2025-03-21 09:30:00,2025-03-21 10:01:00,31
pesquisa,Portfolio,2025-03-21 10:00:00,2025-03-21 11:54:00,114
reuniao,Consultoria,2025-03-21 10:30:00,2025-03-21 11:20:00,50
foco,Consultoria,2025-03-21 11:00:00,2025-03-21 12:53:00,113
reuniao,Trabalho,2025-03-21 11:30:00,2025-03-21 13:13:00,103
foco,Estudos,2025-03-21 12:00:00,2025-03-21 13:31:00,91
pesquisa,Portfolio,2025-03-21 12:30:00,2025-03-21 13:33:00,63
deep_work,Trabalho,2025-03-21 13:00:00,2025-03-21 13:49:00,49
deep_work,Estudos,2025-03-21 13:30:00,2025-03-21 14:24:00,54
reuniao,Financeiro pessoal,2025-03-21 14:00:00,2025-03-21 14:40:00,40
foco,Financeiro pessoal,2025-03-21 14:30:00,2025-03-21 16:40:00,130
deep_work,Trabalho,2025-03-21 15:00:00,2025-03-21 16:22:00,82
foco,Portfolio,2025-03-21 15:30:00,2025-03-21 17:21:00,111
pesquisa,Estudos,2025-03-21 16:00:00,2025-03-21 18:44:00,164
reuniao,Financeiro pessoal,2025-03-21 16:30:00,2025-03-21 17:01:00,31
foco,Financeiro pessoal,2025-03-21 17:00:00,2025-03-21 19:45:00,165
reuniao,Portfolio,2025-03-21 17:30:00,2025-03-21 19:21:00,111
foco,Trabalho,2025-03-21 18:00:00,2025-03-21 19:19:00,79
codando,Consultoria,2025-03-21 18:30:00,2025-03-21 19:56:00,86
codando,Estudos,2025-03-21 19:00:00,2025-03-21 21:14:00,134
foco,Financeiro pessoal,2025-03-21 19:30:00,2025-03-21 20:04:00,34
pesquisa,Consultoria,2025-03-21 20:00:00,2025-03-21 20:35:00,35
reuniao,Portfolio,2025-03-21 20:30:00,2025-03-21 21:11:00,41
admin,Trabalho,2025-03-21 21:00:00,2025-03-21 23:17:00,137
foco,Estudos,2025-03-21 21:30:00,2025-03-21 23:42:00,132
foco,Portfolio,2025-03-21 22:00:00,2025-03-21 23:54:00,114
codando,Trabalho,2025-03-21 22:30:00,2025-03-22 01:28:00,178
deep_work,Portfolio,2025-03-21 23:00:00,2025-03-21 23:20:00,20
codando,Financeiro pessoal,2025-03-21 23:30:00,2025-03-22 01:04:00,94
reuniao,Financeiro pessoal,2025-03-22 00:00:00,2025-03-22 00:25:00,25
codando,Consultoria,2025-03-22 00:30:00,2025-03-22 02:16:00,106
admin,Portfolio,2025-03-22 01:00:00,2025-03-22 03:36:00,156
pesquisa,Financeiro pessoal,2025-03-22 01:30:00,2025-03-22 02:51:00,81
admin,Trabalho,2025-03-22 02:00:00,2025-03-22 03:17:00,77
pesquisa,Consultoria,2025-03-22 02:30:00,2025-03-22 04:37:00,127
admin,Estudos,2025-03-22 03:00:00,2025-03-22 03:38:00,38
codando,Portfolio,2025-03-22 03:30:00,2025-03-22 05:38:00,128
admin,Financeiro pessoal,2025-03-22 04:00:00,2025-03-22 06:40:00,160
codando,Trabalho,2025-03-22 04:30:00,2025-03-22 06:52:00,142
codando,Portfolio,2025-03-22 05:00:00,2025-03-22 07:59:00,179
reuniao,Trabalho,2025-03-22 05:30:00,2025-03-22 07:29:00,119
codando,Consultoria,2025-03-22 06:00:00,2025-03-22 06:28:00,28
deep_work,Financeiro pessoal,2025-03-22 06:30:00,2025-03-22 07:38:00,68
admin,Financeiro pessoal,2025-03-22 07:00:00,2025-03-22 07:50:00,50
foco,Consultoria,2025-03-22 07:30:00,2025-03-22 10:28:00,178
foco,Trabalho,2025-03-22 08:00:00,2025-03-22 09:18:00,78
foco,Portfolio,2025-03-22 08:30:00,2025-03-22 11:16:00,166
deep_work,Trabalho,2025-03-22 09:00:00,2025-03-22 11:29:00,149
codando,Portfolio,2025-03-22 09:30:00,2025-03-22 10:34:00,64
admin,Consultoria,2025-03-22 10:00:00,2025-03-22 11:55:00,115
pesquisa,Estudos,2025-03-22 10:30:00,2025-03-22 11:32:00,62
pesquisa,Portfolio,2025-03-22 11:00:00,2025-03-22 12:57:00,117
reuniao,Financeiro pessoal,2025-03-22 11:30:00,2025-03-22 11:50:00,20
deep_work,Financeiro pessoal,2025-03-22 12:00:00,2025-03-22 14:30:00,150
admin,Financeiro pessoal,2025-03-22 12:30:00,2025-03-22 14:20:00,110
codando,Trabalho,2025-03-22 13:00:00,2025-03-22 14:03:00,63
foco,Trabalho,2025-03-22 13:30:00,2025-03-22 16:04:00,154
deep_work,Trabalho,2025-03-22 14:00:00,2025-03-22 14:52:00,52
deep_work,Financeiro pessoal,2025-03-22 14:30:00,2025-03-22 17:06:00,156
admin,Portfolio,2025-03-22 15:00:00,2025-03-22 15:49:00,49
codando,Financeiro pessoal,2025-03-22 15:30:00,2025-03-22 18:15:00,165
reuniao,Portfolio,2025-03-22 16:00:00,2025-03-22 17:15:00,75
codando,Trabalho,2025-03-22 16:30:00,2025-03-22 18:34:00,124
reuniao,Estudos,2025-03-22 17:00:00,2025-03-22 17:50:00,50
reuniao,Trabalho,2025-03-22 17:30:00,2025-03-22 19:18:00,108
foco,Consultoria,2025-03-22 18:00:00,2025-03-22 18:20:00,20
foco,Portfolio,2025-03-22 18:30:00,2025-03-22 20:39:00,129
admin,Estudos,2025-03-22 19:00:00,2025-03-22 20:41:00,101
codando,Trabalho,2025-03-22 19:30:00,2025-03-22 20:08:00,38
reuniao,Estudos,2025-03-22 20:00:00,2025-03-22 22:14:00,134
admin,Financeiro pessoal,2025-03-22 20:30:00,2025-03-22 22:55:00,145
reuniao,Portfolio,2025-03-22 21:00:00,2025-03-22 22:23:00,83
deep_work,Consultoria,2025-03-22 21:30:00,2025-03-22 22:42:00,72
pesquisa,Financeiro pessoal,2025-03-22 22:00:00,2025-03-22 22:25:00,25
pesquisa,Estudos,2025-03-22 22:30:00,2025-03-22 23:06:00,36
reuniao,Trabalho,2025-03-22 23:00:00,2025-03-23 00:05:00,65
admin,Portfolio,2025-03-22 23:30:00,2025-03-23 01:47:00,137
foco,Consultoria,2025-03-23 00:00:00,2025-03-23 01:32:00,92
codando,Trabalho,2025-03-23 00:30:00,2025-03-23 02:30:00,120
reuniao,Consultoria,2025-03-23 01:00:00,2025-03-23 02:50:00,110
reuniao,Portfolio,2025-03-23 01:30:00,2025-03-23 01:55:00,25
codando,Estudos,2025-03-23 02:00:00,2025-03-23 04:08:00,128
foco,Consultoria,2025-03-23 02:30:00,2025-03-23 03:29:00,59
reuniao,Portfolio,2025-03-23 03:00:00,2025-03-23 04:50:00,110
deep_work,Consultoria,2025-03-23 03:30:00,2025-03-23 04:55:00,85
foco,Trabalho,2025-03-23 04:00:00,2025-03-23 06:36:00,156
deep_work,Consultoria,2025-03-23 04:30:00,2025-03-23 05:00:00,30
pesquisa,Trabalho,2025-03-23 05:00:00,2025-03-23 07:47:00,167
codando,Trabalho,2025-03-23 05:30:00,2025-03-23 07:45:00,135
foco,Portfolio,2025-03-23 06:00:00,2025-03-23 07:02:00,62
foco,Financeiro pessoal,2025-03-23 06:30:00,2025-03-23 07:47:00,77
admin,Consultoria,2025-03-23 07:00:00,2025-03-23 09:53:00,173
admin,Estudos,2025-03-23 07:30:00,2025-03-23 08:27:00,57
codando,Trabalho,2025-03-23 08:00:00,2025-03-23 09:53:00,113
foco,Financeiro pessoal,2025-03-23 08:30:00,2025-03-23 09:25:00,55
pesquisa,Trabalho,2025-03-23 09:00:00,2025-03-23 09:25:00,25
reuniao,Financeiro pessoal,2025-03-23 09:30:00,2025-03-23 12:00:00,150
codando,Financeiro pessoal,2025-03-23 10:00:00,2025-03-23 11:24:00,84
codando,Estudos,2025-03-23 10:30:00,2025-03-23 12:53:00,143
admin,Financeiro pessoal,2025-03-23 11:00:00,2025-03-23 13:16:00,136
pesquisa,Estudos,2025-03-23 11:30:00,2025-03-23 12:07:00,37
codando,Portfolio,2025-03-23 12:00:00,2025-03-23 14:50:00,170
pesquisa,Trabalho,2025-03-23 12:30:00,2025-03-23 14:25:00,115
codando,Estudos,2025-03-23 13:00:00,2025-03-23 15:56:00,176
admin,Trabalho,2025-03-23 13:30:00,2025-03-23 16:20:00,170
reuniao,Consultoria,2025-03-23 14:00:00,2025-03-23 16:27:00,147
admin,Portfolio,2025-03-23 14:30:00,2025-03-23 15:25:00,55
codando,Consultoria,2025-03-23 15:00:00,2025-03-23 16:29:00,89
pesquisa,Consultoria,2025-03-23 15:30:00,2025-03-23 17:24:00,114
deep_work,Financeiro pessoal,2025-03-23 16:00:00,2025-03-23 18:33:00,153
admin,Financeiro pessoal,2025-03-23 16:30:00,2025-03-23 17:33:00,63
pesquisa,Consultoria,2025-03-23 17:00:00,2025-03-23 18:03:00,63
admin,Financeiro pessoal,2025-03-23 17:30:00,2025-03-23 18:16:00,46
codando,Trabalho,2025-03-23 18:00:00,2025-03-23 19:59:00,119
pesquisa,Financeiro pessoal,2025-03-23 18:30:00,2025-03-23 19:41:00,71
reuniao,Consultoria,2025-03-23 19:00:00,2025-03-23 19:44:00,44
pesquisa,Financeiro pessoal,2025-03-23 19:30:00,2025-03-23 21:03:00,93
foco,Financeiro pessoal,2025-03-23 20:00:00,2025-03-23 20:58:00,58
deep_work,Estudos,2025-03-23 20:30:00,2025-03-23 23:09:00,159
codando,Estudos,2025-03-23 21:00:00,2025-03-23 23:38:00,158
pesquisa,Consultoria,2025-03-23 21:30:00,2025-03-23 23:42:00,132
codando,Trabalho,2025-03-23 22:00:00,2025-03-23 22:22:00,22
admin,Portfolio,2025-03-23 22:30:00,2025-03-24 00:44:00,134
admin,Portfolio,2025-03-23 23:00:00,2025-03-23 23:41:00,41
pesquisa,Consultoria,2025-03-23 23:30:00,2025-03-23 23:53:00,23
foco,Trabalho,2025-03-24 00:00:00,2025-03-24 02:35:00,155
pesquisa,Trabalho,2025-03-24 00:30:00,2025-03-24 01:03:00,33
reuniao,Trabalho,2025-03-24 01:00:00,2025-03-24 01:33:00,33
foco,Estudos,2025-03-24 01:30:00,2025-03-24 02:05:00,35
codando,Consultoria,2025-03-24 02:00:00,2025-03-24 04:59:00,179
pesquisa,Portfolio,2025-03-24 02:30:00,2025-03-24 03:53:00,83
codando,Trabalho,2025-03-24 03:00:00,2025-03-24 03:35:00,35
deep_work,Consultoria,2025-03-24 03:30:00,2025-03-24 04:41:00,71
foco,Portfolio,2025-03-24 04:00:00,2025-03-24 04:38:00,38
pesquisa,Estudos,2025-03-24 04:30:00,2025-03-24 05:58:00,88
deep_work,Financeiro pessoal,2025-03-24 05:00:00,2025-03-24 07:39:00,159
pesquisa,Portfolio,2025-03-24 05:30:00,2025-03-24 07:22:00,112
reuniao,Portfolio,2025-03-24 06:00:00,2025-03-24 06:24:00,24
admin,Portfolio,2025-03-24 06:30:00,2025-03-24 07:31:00,61
codando,Financeiro pessoal,2025-03-24 07:00:00,2025-03-24 07:36:00,36
pesquisa,Trabalho,2025-03-24 07:30:00,2025-03-24 09:40:00,130
foco,Financeiro pessoal,2025-03-24 08:00:00,2025-03-24 09:31:00,91
pesquisa,Portfolio,2025-03-24 08:30:00,2025-03-24 10:33:00,123
pesquisa,Estudos,2025-03-24 09:00:00,2025-03-24 10:53:00,113
pesquisa,Portfolio,2025-03-24 09:30:00,2025-03-24 09:59:00,29
pesquisa,Estudos,2025-03-24 10:00:00,2025-03-24 10:35:00,35
foco,Consultoria,2025-03-24 10:30:00,2025-03-24 13:13:00,163
foco,Estudos,2025-03-24 11:00:00,2025-03-24 12:01:00,61
pesquisa,Portfolio,2025-03-24 11:30:00,2025-03-24 11:52:00,22
admin,Financeiro pessoal,2025-03-24 12:00:00,2025-03-24 14:50:00,170
pesquisa,Portfolio,2025-03-24 12:30:00,2025-03-24 14:50:00,140
codando,Portfolio,2025-03-24 13:00:00,2025-03-24 15:55:00,175
codando,Consultoria,2025-03-24 13:30:00,2025-03-24 14:13:00,43
foco,Trabalho,2025-03-24 14:00:00,2025-03-24 14:38:00,38
codando,Portfolio,2025-03-24 14:30:00,2025-03-24 16:04:00,94
codando,Consultoria,2025-03-24 15:00:00,2025-03-24 15:59:00,59
reuniao,Financeiro pessoal,2025-03-24 15:30:00,2025-03-24 16:35:00,65
pesquisa,Consultoria,2025-03-24 16:00:00,2025-03-24 16:59:00,59
pesquisa,Consultoria,2025-03-24 16:30:00,2025-03-24 17:51:00,81
pesquisa,Estudos,2025-03-24 17:00:00,2025-03-24 17:37:00,37
pesquisa,Trabalho,2025-03-24 17:30:00,2025-03-24 20:09:00,159
deep_work,Trabalho,2025-03-24 18:00:00,2025-03-24 20:41:00,161
pesquisa,Financeiro pessoal,2025-03-24 18:30:00,2025-03-24 20:11:00,101
foco,Consultoria,2025-03-24 19:00:00,2025-03-24 21:07:00,127
foco,Financeiro pessoal,2025-03-24 19:30:00,2025-03-24 20:01:00,31
deep_work,Financeiro pessoal,2025-03-24 20:00:00,2025-03-24 22:03:00,123
pesquisa,Trabalho,2025-03-24 20:30:00,2025-03-24 23:24:00,174
admin,Trabalho,2025-03-24 21:00:00,2025-03-24 23:33:00,153
pesquisa,Trabalho,2025-03-24 21:30:00,2025-03-24 23:17:00,107
foco,Portfolio,2025-03-24 22:00:00,2025-03-25 00:14:00,134
reuniao,Consultoria,2025-03-24 22:30:00,2025-03-24 23:22:00,52
codando,Financeiro pessoal,2025-03-24 23:00:00,2025-03-25 01:17:00,137
reuniao,Consultoria,2025-03-24 23:30:00,2025-03-25 01:09:00,99
admin,Financeiro pessoal,2025-03-25 00:00:00,2025-03-25 00:31:00,31
pesquisa,Financeiro pessoal,2025-03-25 00:30:00,2025-03-25 02:24:00,114
deep_work,Financeiro pessoal,2025-03-25 01:00:00,2025-03-25 02:12:00,72
pesquisa,Financeiro pessoal,2025-03-25 01:30:00,2025-03-25 02:02:00,32
admin,Estudos,2025-03-25 02:00:00,2025-03-25 04:21:00,141
admin,Estudos,2025-03-25 02:30:00,2025-03-25 04:31:00,121
codando,Portfolio,2025-03-25 03:00:00,2025-03-25 05:30:00,150
admin,Trabalho,2025-03-25 03:30:00,2025-03-25 04:47:00,77
reuniao,Financeiro pessoal,2025-03-25 04:00:00,2025-03-25 04:23:00,23
codando,Consultoria,2025-03-25 04:30:00,2025-03-25 05:55:00,85
pesquisa,Estudos,2025-03-25 05:00:00,2025-03-25 07:14:00,134
pesquisa,Trabalho,2025-03-25 05:30:00,2025-03-25 06:25:00,55
deep_work,Portfolio,2025-03-25 06:00:00,2025-03-25 06:42:00,42
admin,Trabalho,2025-03-25 06:30:00,2025-03-25 07:08:00,38
admin,Financeiro pessoal,2025-03-25 07:00:00,2025-03-25 07:59:00,59
foco,Trabalho,2025-03-25 07:30:00,2025-03-25 09:01:00,91
codando,Financeiro pessoal,2025-03-25 08:00:00,2025-03-25 10:43:00,163
foco,Estudos,2025-03-25 08:30:00,2025-03-25 09:47:00,77
codando,Estudos,2025-03-25 09:00:00,2025-03-25 11:06:00,126
reuniao,Financeiro pessoal,2025-03-25 09:30:00,2025-03-25 10:07:00,37
codando,Consultoria,2025-03-25 10:00:00,2025-03-25 10:55:00,55
pesquisa,Estudos,2025-03-25 10:30:00,2025-03-25 13:21:00,171
deep_work,Consultoria,2025-03-25 11:00:00,2025-03-25 13:28:00,148
codando,Financeiro pessoal,2025-03-25 11:30:00,2025-03-25 11:50:00,20
codando,Financeiro pessoal,2025-03-25 12:00:00,2025-03-25 13:23:00,83
codando,Estudos,2025-03-25 12:30:00,2025-03-25 13:51:00,81
deep_work,Consultoria,2025-03-25 13:00:00,2025-03-25 15:09:00,129
admin,Financeiro pessoal,2025-03-25 13:30:00,2025-03-25 15:04:00,94
deep_work,Estudos,2025-03-25 14:00:00,2025-03-25 16:45:00,165
admin,Financeiro pessoal,2025-03-25 14:30:00,2025-03-25 15:05:00,35
pesquisa,Trabalho,2025-03-25 15:00:00,2025-03-25 15:36:00,36
deep_work,Trabalho,2025-03-25 15:30:00,2025-03-25 16:13:00,43
admin,Estudos,2025-03-25 16:00:00,2025-03-25 17:57:00,117
pesquisa,Financeiro pessoal,2025-03-25 16:30:00,2025-03-25 18:59:00,149
pesquisa,Estudos,2025-03-25 17:00:00,2025-03-25 19:37:00,157
admin,Portfolio,2025-03-25 17:30:00,2025-03-25 18:03:00,33
admin,Estudos,2025-03-25 18:00:00,2025-03-25 20:11:00,131
reuniao,Estudos,2025-03-25 18:30:00,2025-03-25 19:55:00,85
pesquisa,Trabalho,2025-03-25 19:00:00,2025-03-25 20:41:00,101
admin,Trabalho,2025-03-25 19:30:00,2025-03-25 21:22:00,112
pesquisa,Financeiro pessoal,2025-03-25 20:00:00,2025-03-25 21:31:00,91
deep_work,Estudos,2025-03-25 20:30:00,2025-03-25 22:30:00,120
foco,Estudos,2025-03-25 21:00:00,2025-03-25 22:08:00,68
foco,Financeiro pessoal,2025-03-25 21:30:00,2025-03-25 23:19:00,109
codando,Consultoria,2025-03-25 22:00:00,2025-03-25 22:56:00,56
admin,Financeiro pessoal,2025-03-25 22:30:00,2025-03-26 01:19:00,169
admin,Trabalho,2025-03-25 23:00:00,2025-03-26 00:29:00,89
pesquisa,Trabalho,2025-03-25 23:30:00,2025-03-26 00:22:00,52
codando,Estudos,2025-03-26 00:00:00,2025-03-26 00:47:00,47
admin,Trabalho,2025-03-26 00:30:00,2025-03-26 02:17:00,107
pesquisa,Financeiro pessoal,2025-03-26 01:00:00,2025-03-26 01:23:00,23
admin,Estudos,2025-03-26 01:30:00,2025-03-26 02:55:00,85
pesquisa,Financeiro pessoal,2025-03-26 02:00:00,2025-03-26 03:36:00,96
admin,Financeiro pessoal,2025-03-26 02:30:00,2025-03-26 04:39:00,129
reuniao,Estudos,2025-03-26 03:00:00,2025-03-26 04:08:00,68
pesquisa,Consultoria,2025-03-26 03:30:00,2025-03-26 05:57:00,147
reuniao,Trabalho,2025-03-26 04:00:00,2025-03-26 06:38:00,158
reuniao,Portfolio,2025-03-26 04:30:00,2025-03-26 05:24:00,54
reuniao,Portfolio,2025-03-26 05:00:00,2025-03-26 07:37:00,157
reuniao,Portfolio,2025-03-26 05:30:00,2025-03-26 07:03:00,93
deep_work,Trabalho,2025-03-26 06:00:00,2025-03-26 07:28:00,88
codando,Consultoria,2025-03-26 06:30:00,2025-03-26 09:20:00,170
foco,Financeiro pessoal,2025-03-26 07:00:00,2025-03-26 07:53:00,53
deep_work,Estudos,2025-03-26 07:30:00,2025-03-26 09:53:00,143
admin,Consultoria,2025-03-26 08:00:00,2025-03-26 10:10:00,130
admin,Portfolio,2025-03-26 08:30:00,2025-03-26 09:21:00,51
codando,Trabalho,2025-03-26 09:00:00,2025-03-26 09:35:00,35
foco,Trabalho,2025-03-26 09:30:00,2025-03-26 10:57:00,87
foco,Estudos,2025-03-26 10:00:00,2025-03-26 11:13:00,73
foco,Financeiro pessoal,2025-03-26 10:30:00,2025-03-26 12:53:00,143
reuniao,Consultoria,2025-03-26 11:00:00,2025-03-26 13:55:00,175
deep_work,Consultoria,2025-03-26 11:30:00,2025-03-26 13:41:00,131
admin,Consultoria,2025-03-26 12:00:00,2025-03-26 13:19:00,79
deep_work,Financeiro pessoal,2025-03-26 12:30:00,2025-03-26 14:07:00,97
deep_work,Financeiro pessoal,2025-03-26 13:00:00,2025-03-26 14:35:00,95
deep_work,Financeiro pessoal,2025-03-26 13:30:00,2025-03-26 14:49:00,79
foco,Estudos,2025-03-26 14:00:00,2025-03-26 15:44:00,104
codando,Trabalho,2025-03-26 14:30:00,2025-03-26 16:41:00,131
codando,Portfolio,2025-03-26 15:00:00,2025-03-26 16:39:00,99
foco,Financeiro pessoal,2025-03-26 15:30:00,2025-03-26 17:47:00,137
admin,Trabalho,2025-03-26 16:00:00,2025-03-26 16:21:00,21
admin,Financeiro pessoal,2025-03-26 16:30:00,2025-03-26 17:12:00,42
admin,Portfolio,2025-03-26 17:00:00,2025-03-26 18:05:00,65
codando,Financeiro pessoal,2025-03-26 17:30:00,2025-03-26 19:02:00,92
codando,Trabalho,2025-03-26 18:00:00,2025-03-26 19:13:00,73
deep_work,Estudos,2025-03-26 18:30:00,2025-03-26 20:00:00,90
foco,Portfolio,2025-03-26 19:00:00,2025-03-26 21:24:00,144
reuniao,Trabalho,2025-03-26 19:30:00,2025-03-26 21:10:00,100
deep_work,Consultoria,2025-03-26 20:00:00,2025-03-26 20:28:00,28
pesquisa,Consultoria,2025-03-26 20:30:00,2025-03-26 21:59:00,89
codando,Consultoria,2025-03-26 21:00:00,2025-03-26 22:43:00,103
deep_work,Estudos,2025-03-26 21:30:00,2025-03-26 23:03:00,93
foco,Financeiro pessoal,2025-03-26 22:00:00,2025-03-26 23:32:00,92
pesquisa,Financeiro pessoal,2025-03-26 22:30:00,2025-03-26 23:01:00,31
deep_work,Financeiro pessoal,2025-03-26 23:00:00,2025-03-26 23:51:00,51
foco,Estudos,2025-03-26 23:30:00,2025-03-27 01:12:00,102
foco,Consultoria,2025-03-27 00:00:00,2025-03-27 00:52:00,52
codando,Financeiro pessoal,2025-03-27 00:30:00,2025-03-27 01:53:00,83
reuniao,Estudos,2025-03-27 01:00:00,2025-03-27 02:07:00,67
deep_work,Estudos,2025-03-27 01:30:00,2025-03-27 02:05:00,35
foco,Trabalho,2025-03-27 02:00:00,2025-03-27 04:13:00,133
admin,Financeiro pessoal,2025-03-27 02:30:00,2025-03-27 05:20:00,170
foco,Consultoria,2025-03-27 03:00:00,2025-03-27 03:45:00,45
reuniao,Portfolio,2025-03-27 03:30:00,2025-03-27 04:43:00,73
foco,Estudos,2025-03-27 04:00:00,2025-03-27 04:56:00,56
codando,Trabalho,2025-03-27 04:30:00,2025-03-27 04:58:00,28
deep_work,Portfolio,2025-03-27 05:00:00,2025-03-27 05:32:00,32
codando,Estudos,2025-03-27 05:30:00,2025-03-27 06:49:00,79
deep_work,Trabalho,2025-03-27 06:00:00,2025-03-27 08:05:00,125
pesquisa,Financeiro pessoal,2025-03-27 06:30:00,2025-03-27 08:55:00,145
deep_work,Trabalho,2025-03-27 07:00:00,2025-03-27 08:39:00,99
pesquisa,Estudos,2025-03-27 07:30:00,2025-03-27 09:57:00,147
codando,Financeiro pessoal,2025-03-27 08:00:00,2025-03-27 10:29:00,149
admin,Consultoria,2025-03-27 08:30:00,2025-03-27 09:49:00,79
reuniao,Trabalho,2025-03-27 09:00:00,2025-03-27 11:14:00,134
admin,Portfolio,2025-03-27 09:30:00,2025-03-27 10:32:00,62
pesquisa,Financeiro pessoal,2025-03-27 10:00:00,2025-03-27 12:46:00,166
foco,Financeiro pessoal,2025-03-27 10:30:00,2025-03-27 12:53:00,143
foco,Consultoria,2025-03-27 11:00:00,2025-03-27 13:38:00,158
admin,Trabalho,2025-03-27 11:30:00,2025-03-27 12:36:00,66
foco,Portfolio,2025-03-27 12:00:00,2025-03-27 13:22:00,82
pesquisa,Consultoria,2025-03-27 12:30:00,2025-03-27 15:04:00,154
codando,Trabalho,2025-03-27 13:00:00,2025-03-27 14:53:00,113
reuniao,Portfolio,2025-03-27 13:30:00,2025-03-27 15:52:00,142
deep_work,Portfolio,2025-03-27 14:00:00,2025-03-27 14:50:00,50
pesquisa,Estudos,2025-03-27 14:30:00,2025-03-27 15:44:00,74
pesquisa,Portfolio,2025-03-27 15:00:00,2025-03-27 17:52:00,172
deep_work,Trabalho,2025-03-27 15:30:00,2025-03-27 16:19:00,49
deep_work,Consultoria,2025-03-27 16:00:00,2025-03-27 16:55:00,55
reuniao,Consultoria,2025-03-27 16:30:00,2025-03-27 17:39:00,69
reuniao,Estudos,2025-03-27 17:00:00,2025-03-27 19:41:00,161
reuniao,Trabalho,2025-03-27 17:30:00,2025-03-27 18:18:00,48
foco,Portfolio,2025-03-27 18:00:00,2025-03-27 20:54:00,174
pesquisa,Estudos,2025-03-27 18:30:00,2025-03-27 20:46:00,136
codando,Financeiro pessoal,2025-03-27 19:00:00,2025-03-27 19:55:00,55
deep_work,Trabalho,2025-03-27 19:30:00,2025-03-27 20:10:00,40
pesquisa,Estudos,2025-03-27 20:00:00,2025-03-27 20:57:00,57
pesquisa,Consultoria,2025-03-27 20:30:00,2025-03-27 22:04:00,94
reuniao,Estudos,2025-03-27 21:00:00,2025-03-27 23:25:00,145
reuniao,Financeiro pessoal,2025-03-27 21:30:00,2025-03-27 22:26:00,56
pesquisa,Trabalho,2025-03-27 22:00:00,2025-03-28 00:19:00,139
reuniao,Estudos,2025-03-27 22:30:00,2025-03-28 01:16:00,166
foco,Portfolio,2025-03-27 23:00:00,2025-03-28 01:17:00,137
deep_work,Trabalho,2025-03-27 23:30:00,2025-03-27 23:50:00,20
pesquisa,Estudos,2025-03-28 00:00:00,2025-03-28 01:14:00,74
deep_work,Estudos,2025-03-28 00:30:00,2025-03-28 03:23:00,173
foco,Trabalho,2025-03-28 01:00:00,2025-03-28 02:18:00,78
reuniao,Consultoria,2025-03-28 01:30:00,2025-03-28 02:40:00,70
admin,Portfolio,2025-03-28 02:00:00,2025-03-28 04:06:00,126
foco,Trabalho,2025-03-28 02:30:00,2025-03-28 05:12:00,162
admin,Portfolio,2025-03-28 03:00:00,2025-03-28 03:27:00,27
deep_work,Portfolio,2025-03-28 03:30:00,2025-03-28 05:23:00,113
pesquisa,Trabalho,2025-03-28 04:00:00,2025-03-28 06:41:00,161
reuniao,Estudos,2025-03-28 04:30:00,2025-03-28 06:26:00,116
foco,Consultoria,2025-03-28 05:00:00,2025-03-28 05:26:00,26
reuniao,Portfolio,2025-03-28 05:30:00,2025-03-28 06:07:00,37
admin,Portfolio,2025-03-28 06:00:00,2025-03-28 06:31:00,31
admin,Estudos,2025-03-28 06:30:00,2025-03-28 06:51:00,21
codando,Trabalho,2025-03-28 07:00:00,2025-03-28 08:52:00,112
pesquisa,Consultoria,2025-03-28 07:30:00,2025-03-28 10:18:00,168
admin,Portfolio,2025-03-28 08:00:00,2025-03-28 08:26:00,26
pesquisa,Portfolio,2025-03-28 08:30:00,2025-03-28 09:01:00,31
codando,Trabalho,2025-03-28 09:00:00,2025-03-28 10:43:00,103
foco,Estudos,2025-03-28 09:30:00,2025-03-28 10:46:00,76
codando,Financeiro pessoal,2025-03-28 10:00:00,2025-03-28 11:37:00,97
pesquisa,Estudos,2025-03-28 10:30:00,2025-03-28 12:03:00,93
