date,category,description,amount
2035-05-11,mercado,Taxi/Uber,337.73
2035-05-12,saude,Assinatura mensal,296.75
2035-05-13,saude,Assinatura mensal,81.59
2035-05-14,assinaturas,Restaurante,53.21
2035-05-15,lazer,Assinatura mensal,5.11
2035-05-16,saude,Restaurante,50.3
2035-05-17,assinaturas,Taxi/Uber,346.03
2035-05-18,lazer,Farmácia,403.39
2035-05-19,transporte,Compra,111.96
2035-05-20,assinaturas,Compra,358.73
2035-05-21,saude,Taxi/Uber,93.49
2035-05-22,saude,Farmácia,115.93
2035-05-23,mercado,Compra,104.75
2035-05-24,lazer,Assinatura mensal,28.02
2035-05-25,saude,Taxi/Uber,91.36
2035-05-26,mercado,Taxi/Uber,171.23
2035-05-27,lazer,Mercado,185.43
2035-05-28,assinaturas,Mercado,142.71
2035-05-29,assinaturas,Mercado,234.05
2035-05-30,mercado,Restaurante,173.21
2035-05-31,assinaturas,Farmácia,436.81
2035-06-01,mercado,Taxi/Uber,364.27
2035-06-02,alimentacao,Mercado,419.28
2035-06-03,lazer,Taxi/Uber,253.05
2035-06-04,mercado,Assinatura mensal,306.86
2035-06-05,lazer,Mercado,79.17
2035-06-06,alimentacao,Taxi/Uber,339.99
2035-06-07,lazer,Farmácia,110.01
2035-06-08,mercado,Restaurante,69.9
2035-06-09,assinaturas,Farmácia,23.63
2035-06-10,lazer,Farmácia,215.14
2035-06-11,lazer,Mercado,132.62
2035-06-12,saude,Farmácia,444.09
2035-06-13,saude,Restaurante,116.18
2035-06-14,alimentacao,Compra,390.61
2035-06-15,transporte,Restaurante,145.82
2035-06-16,assinaturas,Assinatura mensal,338.36
2035-06-17,mercado,Restaurante,298.63
2035-06-18,alimentacao,Taxi/Uber,254.99
2035-06-19,mercado,Compra,190.49
2035-06-20,mercado,Mercado,303.64
2035-06-21,lazer,Taxi/Uber,186.24
2035-06-22,alimentacao,Restaurante,248.9
2035-06-23,alimentacao,Taxi/Uber,267.46
2035-06-24,saude,Farmácia,123.97
2035-06-25,assinaturas,Taxi/Uber,156.18
2035-06-26,transporte,Taxi/Uber,13.03
2035-06-27,mercado,Restaurante,384.21
2035-06-28,assinaturas,Assinatura mensal,341.41
2035-06-29,saude,Restaurante,86.67
2035-06-30,assinaturas,Mercado,166.11
2035-07-01,mercado,Compra,192.38
2035-07-02,lazer,Farmácia,153.8
2035-07-03,lazer,Assinatura mensal,360.22
2035-07-04,mercado,Compra,327.81
2035-07-05,saude,Compra,346.39
2035-07-06,saude,Assinatura mensal,407.34
2035-07-07,alimentacao,Farmácia,269.84
2035-07-08,transporte,Mercado,278.47
2035-07-09,lazer,Assinatura mensal,326.26
2035-07-10,transporte,Assinatura mensal,308.15
2035-07-11,assinaturas,Assinatura mensal,392.07
2035-07-12,assinaturas,Farmácia,347.74
2035-07-13,mercado,Assinatura mensal,58.6
2035-07-14,mercado,Assinatura mensal,418.12
2035-07-15,mercado,Taxi/Uber,308.98
2035-07-16,saude,Taxi/Uber,61.58
2035-07-17,lazer,Taxi/Uber,348.53
2035-07-18,transporte,Taxi/Uber,164.49
2035-07-19,assinaturas,Assinatura mensal,363.66
2035-07-20,transporte,Taxi/Uber,430.16
2035-07-21,lazer,Compra,118.58
2035-07-22,transporte,Mercado,386.55
2035-07-23,transporte,Taxi/Uber,349.23
2035-07-24,saude,Farmácia,303.68
2035-07-25,mercado,Mercado,176.29
2035-07-26,saude,Restaurante,53.89
2035-07-27,saude,Restaurante,220.33
2035-07-28,transporte,Compra,52.02
2035-07-29,transporte,Mercado,227.57
2035-07-30,saude,Mercado,370.03
2035-07-31,transporte,Compra,448.95
2035-08-01,saude,Restaurante,93.11
2035-08-02,alimentacao,Taxi/Uber,97.5
2035-08-03,saude,Compra,365.84
2035-08-04,assinaturas,Farmácia,213.73
2035-08-05,assinaturas,Compra,412.53
2035-08-06,transporte,Assinatura mensal,347.2
2035-08-07,saude,Restaurante,332.71
2035-08-08,saude,Assinatura mensal,50.37
2035-08-09,mercado,Restaurante,20.96
2035-08-10,mercado,Restaurante,145.96
2035-08-11,mercado,Mercado,101.7
2035-08-12,saude,Taxi/Uber,321.98
2035-08-13,saude,Taxi/Uber,205.58
2035-08-14,assinaturas,Restaurante,237.8
2035-08-15,lazer,Restaurante,367.11
2035-08-16,transporte,Assinatura mensal,217.93
2035-08-17,assinaturas,Farmácia,247.49
2035-08-18,mercado,Compra,379.83
2035-08-19,assinaturas,Restaurante,196.94
2035-08-20,assinaturas,Restaurante,41.99
2035-08-21,assinaturas,Compra,237.16
2035-08-22,mercado,Compra,262.82
2035-08-23,lazer,Farmácia,232.75
2035-08-24,alimentacao,Farmácia,119.83
2035-08-25,transporte,Compra,104.54
2035-08-26,transporte,Restaurante,169.54
2035-08-27,assinaturas,Restaurante,78.97
2035-08-28,lazer,Compra,301.38
2035-08-29,mercado,Restaurante,278.53
2035-08-30,alimentacao,Farmácia,286.42
2035-08-31,alimentacao,Compra,105.03
2035-09-01,assinaturas,Farmácia,114.71
2035-09-02,assinaturas,Restaurante,355.39
2035-09-03,mercado,Restaurante,312.1
2035-09-04,mercado,Mercado,394.46
2035-09-05,saude,Assinatura mensal,184.56
2035-09-06,mercado,Assinatura mensal,248.56
2035-09-07,assinaturas,Farmácia,333.76
2035-09-08,lazer,Compra,438.5
2035-09-09,assinaturas,Assinatura mensal,445.39
2035-09-10,assinaturas,Restaurante,449.63
2035-09-11,alimentacao,Taxi/Uber,401.28
2035-09-12,mercado,Compra,289.64
2035-09-13,transporte,Farmácia,8.1
2035-09-14,mercado,Restaurante,316.3
2035-09-15,saude,Restaurante,111.18
2035-09-16,lazer,Taxi/Uber,30.44
2035-09-17,lazer,Farmácia,315.25
2035-09-18,mercado,Compra,341.42
2035-09-19,mercado,Restaurante,298.45
2035-09-20,assinaturas,Mercado,167.5
2035-09-21,transporte,Restaurante,232.4
2035-09-22,assinaturas,Mercado,421.05
2035-09-23,alimentacao,Mercado,329.68
2035-09-24,alimentacao,Compra,229.58
2035-09-25,lazer,Compra,269.08
2035-09-26,lazer,Taxi/Uber,417.82
2035-09-27,transporte,Restaurante,180.23
2035-09-28,lazer,Compra,50.32
2035-09-29,saude,Compra,149.99
2035-09-30,alimentacao,Taxi/Uber,189.76
2035-10-01,transporte,Taxi/Uber,126.47
2035-10-02,alimentacao,Restaurante,240.39
2035-10-03,mercado,Farmácia,140.66
2035-10-04,mercado,Assinatura mensal,50.91
2035-10-05,transporte,Restaurante,88.69
2035-10-06,assinaturas,Assinatura mensal,413.58
2035-10-07,saude,Farmácia,285.17
2035-10-08,saude,Mercado,144.87
2035-10-09,lazer,Restaurante,168.28
2035-10-10,transporte,Compra,224.56
2035-10-11,saude,Taxi/Uber,304.54
2035-10-12,lazer,Restaurante,264.07
2035-10-13,alimentacao,Taxi/Uber,420.05
2035-10-14,assinaturas,Mercado,283.46
2035-10-15,lazer,Taxi/Uber,410.3
2035-10-16,mercado,Mercado,7.42
2035-10-17,mercado,Farmácia,401.3
2035-10-18,alimentacao,Mercado,326.05
2035-10-19,transporte,Assinatura mensal,81.63
2035-10-20,lazer,Restaurante,122.05
2035-10-21,alimentacao,Mercado,246.55
2035-10-22,mercado,Restaurante,60.6
2035-10-23,mercado,Farmácia,354.49
2035-10-24,mercado,Mercado,357.07
2035-10-25,assinaturas,Farmácia,138.92
2035-10-26,assinaturas,Assinatura mensal,36.07
2035-10-27,mercado,Compra,445.04
2035-10-28,saude,Farmácia,116.57
2035-10-29,transporte,Compra,35.06
2035-10-30,assinaturas,Farmácia,151.83
2035-10-31,lazer,Mercado,436.21
2035-11-01,assinaturas,Compra,357.85
2035-11-02,lazer,Farmácia,218.75
2035-11-03,assinaturas,Restaurante,140.87
2035-11-04,mercado,Farmácia,193.37
2035-11-05,lazer,Compra,12.73
2035-11-06,transporte,Restaurante,324.67
2035-11-07,assinaturas,Farmácia,49.34
2035-11-08,assinaturas,Compra,235.97
2035-11-09,mercado,Assinatura mensal,256.8
2035-11-10,lazer,Taxi/Uber,5.75
2035-11-11,saude,Assinatura mensal,441.05
2035-11-12,mercado,Compra,139.45
2035-11-13,lazer,Mercado,39.36
2035-11-14,assinaturas,Mercado,385.2
2035-11-15,assinaturas,Taxi/Uber,72.62
2035-11-16,assinaturas,Compra,16.11
2035-11-17,assinaturas,Restaurante,225.14
2035-11-18,alimentacao,Farmácia,62.81
2035-11-19,assinaturas,Assinatura mensal,442.18
2035-11-20,assinaturas,Restaurante,9.63
2035-11-21,saude,Assinatura mensal,27.78
2035-11-22,saude,Taxi/Uber,375.81
2035-11-23,lazer,Taxi/Uber,111.69
2035-11-24,assinaturas,Taxi/Uber,410.66
2035-11-25,assinaturas,Restaurante,143.46
2035-11-26,lazer,Restaurante,36.05
2035-11-27,assinaturas,Taxi/Uber,9.71
2035-11-28,assinaturas,Restaurante,130.74
2035-11-29,mercado,Taxi/Uber,215.81
2035-11-30,alimentacao,Restaurante,5.45
2035-12-01,lazer,Taxi/Uber,263.59
2035-12-02,mercado,Farmácia,153.48
2035-12-03,saude,Farmácia,178.62
2035-12-04,transporte,Assinatura mensal,121.33
2035-12-05,transporte,Assinatura mensal,240.43
2035-12-06,saude,Taxi/Uber,107.4
2035-12-07,alimentacao,Assinatura mensal,65.0
2035-12-08,transporte,Restaurante,401.34
2035-12-09,alimentacao,Taxi/Uber,178.8
2035-12-10,transporte,Farmácia,39.23
2035-12-11,transporte,Mercado,107.49
2035-12-12,mercado,Farmácia,142.92
2035-12-13,transporte,Compra,347.49
2035-12-14,saude,Farmácia,14.9
2035-12-15,alimentacao,Compra,217.82
2035-12-16,assinaturas,Assinatura mensal,186.42
2035-12-17,assinaturas,Farmácia,435.94
2035-12-18,assinaturas,Mercado,85.13
2035-12-19,alimentacao,Restaurante,284.4
2035-12-20,alimentacao,Farmácia,94.98
2035-12-21,assinaturas,Restaurante,249.05
2035-12-22,saude,Farmácia,252.0
2035-12-23,transporte,Farmácia,38.53
2035-12-24,assinaturas,Restaurante,208.12
2035-12-25,lazer,Restaurante,210.21
2035-12-26,alimentacao,Taxi/Uber,147.02
2035-12-27,lazer,Farmácia,128.34
2035-12-28,lazer,Farmácia,104.81
2035-12-29,alimentacao,Mercado,7.64
2035-12-30,assinaturas,Restaurante,5.81
2035-12-31,saude,Restaurante,267.46
2036-01-01,mercado,Compra,134.7
2036-01-02,lazer,Compra,79.71
2036-01-03,assinaturas,Restaurante,309.71
2036-01-04,mercado,Mercado,240.36
2036-01-05,lazer,Assinatura mensal,412.16
2036-01-06,assinaturas,Farmácia,374.8
2036-01-07,lazer,Assinatura mensal,328.39
2036-01-08,assinaturas,Mercado,61.33
2036-01-09,saude,Assinatura mensal,301.41
2036-01-10,transporte,Compra,313.8
2036-01-11,transporte,Taxi/Uber,344.68
2036-01-12,alimentacao,Assinatura mensal,122.09
2036-01-13,mercado,Taxi/Uber,289.93
2036-01-14,lazer,Assinatura mensal,280.13
2036-01-15,lazer,Mercado,176.46
2036-01-16,assinaturas,Taxi/Uber,300.26
2036-01-17,mercado,Assinatura mensal,43.58
2036-01-18,lazer,Mercado,291.36
2036-01-19,mercado,Restaurante,274.68
2036-01-20,mercado,Compra,98.73
2036-01-21,transporte,Farmácia,369.11
2036-01-22,lazer,Mercado,394.11
2036-01-23,lazer,Mercado,98.67
2036-01-24,alimentacao,Compra,38.8
2036-01-25,mercado,Taxi/Uber,273.59
2036-01-26,assinaturas,Assinatura mensal,218.56
2036-01-27,transporte,Taxi/Uber,195.28
2036-01-28,alimentacao,Mercado,343.65
2036-01-29,transporte,Restaurante,436.5
2036-01-30,assinaturas,Assinatura mensal,217.56
2036-01-31,alimentacao,Farmácia,7.74
2036-02-01,transporte,Farmácia,270.34
2036-02-02,assinaturas,Assinatura mensal,296.01
2036-02-03,saude,Mercado,373.47
2036-02-04,alimentacao,Restaurante,93.74
2036-02-05,assinaturas,Compra,238.33
2036-02-06,alimentacao,Restaurante,203.97
2036-02-07,lazer,Taxi/Uber,300.68
2036-02-08,lazer,Restaurante,33.45
2036-02-09,transporte,Restaurante,398.39
2036-02-10,mercado,Taxi/Uber,232.47
2036-02-11,saude,Compra,395.29
2036-02-12,mercado,Compra,156.41
2036-02-13,assinaturas,Farmácia,295.82
2036-02-14,alimentacao,Compra,430.74
2036-02-15,lazer,Assinatura mensal,424.8
2036-02-16,mercado,Farmácia,425.13
2036-02-17,lazer,Mercado,24.11
2036-02-18,saude,Farmácia,184.34
2036-02-19,assinaturas,Restaurante,32.05
2036-02-20,saude,Restaurante,142.72
2036-02-21,saude,Farmácia,82.69
2036-02-22,assinaturas,Taxi/Uber,280.96
2036-02-23,alimentacao,Compra,352.43
2036-02-24,saude,Restaurante,233.44
2036-02-25,mercado,Restaurante,358.99
2036-02-26,assinaturas,Assinatura mensal,10.7
2036-02-27,assinaturas,Compra,370.11
2036-02-28,lazer,Restaurante,84.37
2036-02-29,transporte,Taxi/Uber,210.12
2036-03-01,saude,Restaurante,201.95
2036-03-02,mercado,Compra,393.55
2036-03-03,alimentacao,Assinatura mensal,434.86
2036-03-04,saude,Compra,118.53
2036-03-05,alimentacao,Taxi/Uber,35.0
2036-03-06,lazer,Assinatura mensal,294.48
2036-03-07,saude,Compra,228.76
2036-03-08,alimentacao,Taxi/Uber,256.74
2036-03-09,saude,Taxi/Uber,25.59
2036-03-10,assinaturas,Farmácia,350.01
2036-03-11,saude,Restaurante,108.4
2036-03-12,mercado,Assinatura mensal,154.05
2036-03-13,saude,Assinatura mensal,106.62
2036-03-14,alimentacao,Restaurante,425.95
2036-03-15,mercado,Compra,80.08
2036-03-16,alimentacao,Farmácia,330.88
2036-03-17,transporte,Assinatura mensal,114.36
2036-03-18,transporte,Taxi/Uber,194.09
2036-03-19,mercado,Assinatura mensal,448.25
2036-03-20,transporte,Farmácia,49.76
2036-03-21,transporte,Restaurante,397.2
2036-03-22,assinaturas,Mercado,425.99
2036-03-23,alimentacao,Restaurante,315.71
2036-03-24,transporte,Taxi/Uber,9.43
2036-03-25,mercado,Assinatura mensal,370.26
2036-03-26,assinaturas,Restaurante,397.61
2036-03-27,transporte,Taxi/Uber,441.52
2036-03-28,saude,Compra,378.5
2036-03-29,mercado,Taxi/Uber,203.29
2036-03-30,alimentacao,Assinatura mensal,311.45
2036-03-31,saude,Compra,220.88
2036-04-01,transporte,Compra,162.09
2036-04-02,mercado,Compra,283.76
2036-04-03,saude,Mercado,347.58
2036-04-04,mercado,Mercado,287.98
2036-04-05,lazer,Compra,372.83
2036-04-06,saude,Restaurante,83.49
2036-04-07,mercado,Restaurante,171.29
2036-04-08,saude,Restaurante,144.1
2036-04-09,lazer,Assinatura mensal,91.39
2036-04-10,alimentacao,Compra,202.21
2036-04-11,alimentacao,Restaurante,426.8
2036-04-12,assinaturas,Compra,244.41
2036-04-13,saude,Taxi/Uber,132.45
2036-04-14,lazer,Restaurante,162.56
2036-04-15,mercado,Taxi/Uber,277.82
2036-04-16,assinaturas,Taxi/Uber,161.97
2036-04-17,saude,Restaurante,244.56
2036-04-18,assinaturas,Farmácia,127.0
2036-04-19,saude,Taxi/Uber,158.94
2036-04-20,alimentacao,Restaurante,319.05
2036-04-21,mercado,Taxi/Uber,265.16
2036-04-22,lazer,Assinatura mensal,46.6
2036-04-23,alimentacao,Mercado,438.07
2036-04-24,assinaturas,Mercado,26.95
2036-04-25,transporte,Mercado,41.91
2036-04-26,assinaturas,Farmácia,317.12
2036-04-27,transporte,Compra,320.07
2036-04-28,saude,Taxi/Uber,13.43
2036-04-29,alimentacao,Assinatura mensal,291.03
2036-04-30,saude,Farmácia,19.8
2036-05-01,lazer,Mercado,432.54
2036-05-02,mercado,Farmácia,314.78
2036-05-03,transporte,Assinatura mensal,88.03
2036-05-04,mercado,Restaurante,75.36
2036-05-05,saude,Farmácia,258.5
2036-05-06,alimentacao,Mercado,286.92
2036-05-07,alimentacao,Compra,374.9
2036-05-08,saude,Mercado,406.98
2036-05-09,saude,Mercado,179.68
2036-05-10,alimentacao,Mercado,380.62
2036-05-11,lazer,Farmácia,246.36
2036-05-12,transporte,Assinatura mensal,214.41
2036-05-13,mercado,Mercado,316.04
2036-05-14,assinaturas,Restaurante,50.92
2036-05-15,saude,Farmácia,123.1
2036-05-16,saude,Assinatura mensal,368.46
2036-05-17,alimentacao,Compra,229.32
2036-05-18,mercado,Mercado,409.08
2036-05-19,mercado,Taxi/Uber,44.47
2036-05-20,lazer,Farmácia,144.47
2036-05-21,transporte,Restaurante,163.22
2036-05-22,lazer,Compra,193.11
2036-05-23,lazer,Compra,444.13
2036-05-24,mercado,Compra,143.24
2036-05-25,transporte,Farmácia,235.81
2036-05-26,transporte,Assinatura mensal,243.55
2036-05-27,transporte,Taxi/Uber,348.01
2036-05-28,alimentacao,Restaurante,235.45
2036-05-29,transporte,Assinatura mensal,274.55
2036-05-30,mercado,Mercado,340.23
2036-05-31,alimentacao,Taxi/Uber,50.0
2036-06-01,assinaturas,Assinatura mensal,433.75
2036-06-02,saude,Mercado,381.61
2036-06-03,lazer,Taxi/Uber,178.0
2036-06-04,transporte,Farmácia,329.15
2036-06-05,assinaturas,Restaurante,344.23
2036-06-06,transporte,Restaurante,383.36
2036-06-07,lazer,Mercado,88.8
2036-06-08,mercado,Assinatura mensal,318.15
2036-06-09,mercado,Taxi/Uber,19.84
2036-06-10,lazer,Mercado,56.43
2036-06-11,assinaturas,Mercado,350.35
2036-06-12,alimentacao,Farmácia,366.79
2036-06-13,saude,Mercado,268.63
2036-06-14,saude,Taxi/Uber,263.85
2036-06-15,saude,Compra,338.53
2036-06-16,alimentacao,Taxi/Uber,408.21
2036-06-17,transporte,Taxi/Uber,192.4
2036-06-18,lazer,Farmácia,56.1
2036-06-19,lazer,Farmácia,378.35
2036-06-20,alimentacao,Restaurante,157.03
2036-06-21,assinaturas,Restaurante,64.53
2036-06-22,saude,Mercado,278.5
2036-06-23,lazer,Restaurante,262.25
2036-06-24,mercado,Farmácia,216.04
2036-06-25,mercado,Mercado,387.61
2036-06-26,lazer,Compra,126.14
2036-06-27,saude,Assinatura mensal,10.89
2036-06-28,saude,Farmácia,148.94
2036-06-29,saude,Farmácia,9.32
2036-06-30,assinaturas,Compra,246.9
2036-07-01,mercado,Farmácia,173.32
2036-07-02,assinaturas,Restaurante,367.2
2036-07-03,alimentacao,Restaurante,359.93
2036-07-04,transporte,Restaurante,198.41
2036-07-05,saude,Compra,101.34
2036-07-06,alimentacao,Mercado,192.98
2036-07-07,transporte,Farmácia,290.39
2036-07-08,mercado,Farmácia,89.64
2036-07-09,transporte,Restaurante,349.01
2036-07-10,transporte,Mercado,152.1
2036-07-11,lazer,Farmácia,419.82
2036-07-12,transporte,Taxi/Uber,232.78
2036-07-13,lazer,Compra,381.97
2036-07-14,transporte,Assinatura mensal,279.07
2036-07-15,lazer,Taxi/Uber,251.8
2036-07-16,mercado,Assinatura mensal,308.55
2036-07-17,mercado,Taxi/Uber,366.11
2036-07-18,transporte,Taxi/Uber,291.81
2036-07-19,assinaturas,Taxi/Uber,359.77
2036-07-20,mercado,Compra,89.76
2036-07-21,alimentacao,Assinatura mensal,128.49
2036-07-22,alimentacao,Mercado,107.23
2036-07-23,lazer,Mercado,360.24
2036-07-24,assinaturas,Restaurante,43.33
2036-07-25,saude,Farmácia,359.16
2036-07-26,lazer,Compra,178.12
2036-07-27,transporte,Restaurante,40.38
2036-07-28,mercado,Restaurante,193.87
2036-07-29,assinaturas,Compra,138.72
2036-07-30,lazer,Compra,268.42
2036-07-31,lazer,Taxi/Uber,215.27
2036-08-01,alimentacao,Compra,137.07
2036-08-02,transporte,Mercado,388.71
2036-08-03,lazer,Compra,186.04
2036-08-04,alimentacao,Taxi/Uber,214.46
2036-08-05,assinaturas,Assinatura mensal,381.75
2036-08-06,lazer,Restaurante,44.63
2036-08-07,saude,Compra,178.5
2036-08-08,saude,Restaurante,184.27
2036-08-09,alimentacao,Assinatura mensal,225.64
2036-08-10,saude,Farmácia,52.22
2036-08-11,transporte,Taxi/Uber,50.68
2036-08-12,mercado,Restaurante,190.31
2036-08-13,saude,Compra,19.7
2036-08-14,assinaturas,Farmácia,118.47
2036-08-15,lazer,Farmácia,94.52
2036-08-16,alimentacao,Assinatura mensal,222.78
2036-08-17,lazer,Restaurante,9.97
2036-08-18,mercado,Restaurante,305.7
2036-08-19,lazer,Mercado,385.74
2036-08-20,lazer,Mercado,319.5
2036-08-21,alimentacao,Mercado,369.04
2036-08-22,mercado,Restaurante,291.28
2036-08-23,assinaturas,Restaurante,230.78
2036-08-24,alimentacao,Mercado,102.46
2036-08-25,mercado,Taxi/Uber,129.43
2036-08-26,mercado,Compra,146.38
2036-08-27,lazer,Compra,21.92
2036-08-28,transporte,Taxi/Uber,411.32
2036-08-29,transporte,Assinatura mensal,405.63
2036-08-30,assinaturas,Compra,52.96
2036-08-31,lazer,Restaurante,252.73
2036-09-01,transporte,Farmácia,213.1
2036-09-02,alimentacao,Restaurante,309.12
2036-09-03,assinaturas,Compra,273.34
2036-09-04,lazer,Taxi/Uber,60.32
2036-09-05,saude,Assinatura mensal,298.73
2036-09-06,alimentacao,Compra,275.95
2036-09-07,transporte,Taxi/Uber,241.39
2036-09-08,transporte,Farmácia,184.07
2036-09-09,transporte,Mercado,429.94
2036-09-10,transporte,Farmácia,383.0
2036-09-11,mercado,Farmácia,265.36
2036-09-12,saude,Assinatura mensal,7.84
2036-09-13,assinaturas,Compra,197.29
2036-09-14,assinaturas,Mercado,316.65
2036-09-15,transporte,Taxi/Uber,57.2
2036-09-16,assinaturas,Mercado,185.91
2036-09-17,saude,Compra,90.32
2036-09-18,alimentacao,Assinatura mensal,155.47
2036-09-19,alimentacao,Compra,16.87
2036-09-20,assinaturas,Taxi/Uber,61.4
2036-09-21,transporte,Mercado,207.37
2036-09-22,lazer,Farmácia,404.69
2036-09-23,saude,Compra,223.31
2036-09-24,transporte,Restaurante,206.62
2036-09-25,mercado,Assinatura mensal,355.47
2036-09-26,lazer,Assinatura mensal,124.18
2036-09-27,saude,Mercado,47.31
2036-09-28,mercado,Farmácia,98.26
2036-09-29,assinaturas,Taxi/Uber,357.13
2036-09-30,mercado,Farmácia,306.29
2036-10-01,assinaturas,Mercado,45.73
2036-10-02,mercado,Farmácia,301.86
2036-10-03,lazer,Mercado,419.54
2036-10-04,mercado,Farmácia,25.0
2036-10-05,transporte,Compra,279.31
2036-10-06,assinaturas,Assinatura mensal,173.73
2036-10-07,alimentacao,Mercado,227.96
2036-10-08,mercado,Mercado,240.04
2036-10-09,assinaturas,Assinatura mensal,348.12
2036-10-10,alimentacao,Restaurante,252.87
2036-10-11,assinaturas,Restaurante,268.92
2036-10-12,assinaturas,Taxi/Uber,153.15
2036-10-13,alimentacao,Mercado,61.05
2036-10-14,alimentacao,Compra,308.82
2036-10-15,lazer,Farmácia,5.21
2036-10-16,saude,Compra,151.28
2036-10-17,mercado,Mercado,102.03
2036-10-18,mercado,Taxi/Uber,177.9
2036-10-19,assinaturas,Mercado,143.51
2036-10-20,transporte,Taxi/Uber,318.38
2036-10-21,transporte,Assinatura mensal,120.79
2036-10-22,saude,Farmácia,254.53
2036-10-23,assinaturas,Compra,207.82
2036-10-24,lazer,Taxi/Uber,361.47
2036-10-25,alimentacao,Compra,195.5
2036-10-26,assinaturas,Assinatura mensal,389.42
2036-10-27,mercado,Mercado,5.06
2036-10-28,transporte,Taxi/Uber,274.15
2036-10-29,transporte,Farmácia,9.36
2036-10-30,transporte,Taxi/Uber,322.7
2036-10-31,lazer,Restaurante,109.54
2036-11-01,mercado,Mercado,174.09
2036-11-02,lazer,Mercado,174.29
2036-11-03,alimentacao,Farmácia,381.66
2036-11-04,assinaturas,Farmácia,50.43
2036-11-05,assinaturas,Assinatura mensal,301.77
2036-11-06,transporte,Compra,441.66
2036-11-07,transporte,Taxi/Uber,14.96
2036-11-08,alimentacao,Assinatura mensal,434.82
2036-11-09,lazer,Compra,13.19
2036-11-10,saude,Assinatura mensal,379.31
2036-11-11,saude,Restaurante,432.75
2036-11-12,saude,Farmácia,446.9
2036-11-13,mercado,Farmácia,209.31
2036-11-14,alimentacao,Mercado,390.8
2036-11-15,assinaturas,Taxi/Uber,59.44
2036-11-16,assinaturas,Taxi/Uber,194.3
2036-11-17,lazer,Taxi/Uber,142.05
2036-11-18,alimentacao,Assinatura mensal,180.85
2036-11-19,mercado,Assinatura mensal,317.38
2036-11-20,alimentacao,Taxi/Uber,43.93
2036-11-21,alimentacao,Mercado,449.18
2036-11-22,lazer,Compra,287.6
2036-11-23,mercado,Restaurante,393.72
2036-11-24,saude,Assinatura mensal,374.21
2036-11-25,assinaturas,Taxi/Uber,345.87
2036-11-26,transporte,Farmácia,22.45
2036-11-27,saude,Assinatura mensal,234.83
2036-11-28,mercado,Compra,151.03
2036-11-29,assinaturas,Assinatura mensal,55.26
2036-11-30,saude,Compra,157.63
2036-12-01,lazer,Compra,291.94
2036-12-02,mercado,Assinatura mensal,107.63
2036-12-03,mercado,Compra,202.84
2036-12-04,assinaturas,Assinatura mensal,185.0
2036-12-05,assinaturas,Assinatura mensal,28.35
2036-12-06,alimentacao,Mercado,284.5
2036-12-07,alimentacao,Farmácia,280.39
2036-12-08,mercado,Restaurante,435.05
2036-12-09,transporte,Compra,137.61
2036-12-10,lazer,Assinatura mensal,191.43
2036-12-11,assinaturas,Compra,184.62
2036-12-12,alimentacao,Assinatura mensal,414.29
2036-12-13,lazer,Restaurante,186.85
2036-12-14,saude,Assinatura mensal,202.03
2036-12-15,saude,Assinatura mensal,117.29
2036-12-16,mercado,Farmácia,5.52
2036-12-17,assinaturas,Compra,54.15
2036-12-18,saude,Farmácia,318.23
2036-12-19,assinaturas,Farmácia,308.71
2036-12-20,alimentacao,Farmácia,148.53
2036-12-21,saude,Farmácia,215.49
2036-12-22,transporte,Mercado,137.33
2036-12-23,saude,Compra,330.26
2036-12-24,assinaturas,Compra,379.91
2036-12-25,transporte,Assinatura mensal,405.1
2036-12-26,lazer,Compra,82.37
2036-12-27,saude,Restaurante,314.28
2036-12-28,assinaturas,Farmácia,433.54
2036-12-29,saude,Taxi/Uber,294.52
2036-12-30,saude,Compra,161.18
2036-12-31,assinaturas,Taxi/Uber,288.0
2037-01-01,transporte,Restaurante,311.35
2037-01-02,alimentacao,Mercado,181.69
2037-01-03,saude,Assinatura mensal,51.28
2037-01-04,mercado,Assinatura mensal,274.96
2037-01-05,lazer,Assinatura mensal,361.95
2037-01-06,assinaturas,Mercado,448.92
2037-01-07,saude,Farmácia,104.26
2037-01-08,alimentacao,Taxi/Uber,316.67
2037-01-09,assinaturas,Compra,17.48
2037-01-10,saude,Farmácia,436.57
2037-01-11,lazer,Assinatura mensal,10.59
2037-01-12,mercado,Assinatura mensal,164.66
2037-01-13,assinaturas,Farmácia,39.0
2037-01-14,saude,Taxi/Uber,281.33
2037-01-15,transporte,Farmácia,156.08
2037-01-16,alimentacao,Mercado,331.16
2037-01-17,mercado,Assinatura mensal,221.44
2037-01-18,assinaturas,Taxi/Uber,191.63
2037-01-19,saude,Compra,160.09
2037-01-20,mercado,Assinatura mensal,43.33
2037-01-21,transporte,Farmácia,96.15
2037-01-22,assinaturas,Taxi/Uber,289.4
2037-01-23,mercado,Assinatura mensal,226.05
2037-01-24,assinaturas,Compra,36.19
2037-01-25,assinaturas,Compra,247.06
2037-01-26,mercado,Restaurante,29.09
2037-01-27,assinaturas,Farmácia,232.72
2037-01-28,transporte,Mercado,434.41
2037-01-29,mercado,Farmácia,141.77
2037-01-30,saude,Taxi/Uber,326.96
2037-01-31,mercado,Farmácia,336.77
2037-02-01,transporte,Taxi/Uber,185.16
2037-02-02,transporte,Restaurante,269.02
2037-02-03,transporte,Restaurante,215.06
