id,title,category,completed_at,duration_minutes
3973,Codar app,estudos,2025-06-15 12:00:00,96
3974,Limpar casa,saude,2025-06-15 13:00:00,102
3975,Revisar código,estudos,2025-06-15 14:00:00,24
3976,Planejar semana,saude,2025-06-15 15:00:00,68
3977,Academia,profissional,2025-06-15 16:00:00,12
3978,Academia,saude,2025-06-15 17:00:00,19
3979,Projeto pessoal,pessoal,2025-06-15 18:00:00,88
3980,Codar app,profissional,2025-06-15 19:00:00,89
3981,Estudar IA,profissional,2025-06-15 20:00:00,26
3982,Limpar casa,saude,2025-06-15 21:00:00,92
3983,Planejar semana,profissional,2025-06-15 22:00:00,20
3984,Revisar código,estudos,2025-06-15 23:00:00,57
3985,Codar app,pessoal,2025-06-16 00:00:00,14
3986,Projeto pessoal,saude,2025-06-16 01:00:00,78
3987,Limpar casa,saude,2025-06-16 02:00:00,73
3988,Codar app,profissional,2025-06-16 03:00:00,23
3989,Limpar casa,estudos,2025-06-16 04:00:00,59
3990,Estudar IA,profissional,2025-06-16 05:00:00,35
3991,Estudar IA,profissional,2025-06-16 06:00:00,81
3992,Academia,saude,2025-06-16 07:00:00,78
3993,Reunião,profissional,2025-06-16 08:00:00,16
3994,Reunião,pessoal,2025-06-16 09:00:00,25
3995,Limpar casa,profissional,2025-06-16 10:00:00,64
3996,Reunião,profissional,2025-06-16 11:00:00,87
3997,Projeto pessoal,saude,2025-06-16 12:00:00,110
3998,Reunião,profissional,2025-06-16 13:00:00,65
3999,Escrever artigo,estudos,2025-06-16 14:00:00,114
4000,Revisar código,saude,2025-06-16 15:00:00,13
4001,Projeto pessoal,profissional,2025-06-16 16:00:00,109
4002,Codar app,pessoal,2025-06-16 17:00:00,57
4003,Projeto pessoal,pessoal,2025-06-16 18:00:00,26
4004,Academia,saude,2025-06-16 19:00:00,45
4005,Codar app,saude,2025-06-16 20:00:00,79
4006,Planejar semana,profissional,2025-06-16 21:00:00,89
4007,Revisar código,estudos,2025-06-16 22:00:00,102
4008,Revisar código,profissional,2025-06-16 23:00:00,109
4009,Revisar código,pessoal,2025-06-17 00:00:00,47
4010,Revisar código,estudos,2025-06-17 01:00:00,110
4011,Limpar casa,estudos,2025-06-17 02:00:00,71
4012,Revisar código,estudos,2025-06-17 03:00:00,57
4013,Revisar código,profissional,2025-06-17 04:00:00,19
4014,Revisar código,pessoal,2025-06-17 05:00:00,114
4015,Limpar casa,saude,2025-06-17 06:00:00,45
4016,Estudar IA,profissional,2025-06-17 07:00:00,38
4017,Projeto pessoal,saude,2025-06-17 08:00:00,87
4018,Projeto pessoal,estudos,2025-06-17 09:00:00,13
4019,Codar app,estudos,2025-06-17 10:00:00,53
4020,Escrever artigo,profissional,2025-06-17 11:00:00,65
4021,Projeto pessoal,pessoal,2025-06-17 12:00:00,51
4022,Reunião,estudos,2025-06-17 13:00:00,109
4023,Escrever artigo,saude,2025-06-17 14:00:00,118
4024,Revisar código,saude,2025-06-17 15:00:00,22
4025,Revisar código,profissional,2025-06-17 16:00:00,55
4026,Limpar casa,saude,2025-06-17 17:00:00,91
4027,Escrever artigo,pessoal,2025-06-17 18:00:00,42
4028,Reunião,estudos,2025-06-17 19:00:00,30
4029,Limpar casa,saude,2025-06-17 20:00:00,89
4030,Codar app,saude,2025-06-17 21:00:00,88
4031,Escrever artigo,estudos,2025-06-17 22:00:00,66
4032,Revisar código,profissional,2025-06-17 23:00:00,78
4033,Revisar código,saude,2025-06-18 00:00:00,79
4034,Academia,profissional,2025-06-18 01:00:00,111
4035,Limpar casa,profissional,2025-06-18 02:00:00,76
4036,Estudar IA,saude,2025-06-18 03:00:00,57
4037,Estudar IA,pessoal,2025-06-18 04:00:00,85
4038,Limpar casa,profissional,2025-06-18 05:00:00,109
4039,Planejar semana,saude,2025-06-18 06:00:00,42
4040,Limpar casa,profissional,2025-06-18 07:00:00,45
4041,Codar app,estudos,2025-06-18 08:00:00,42
4042,Revisar código,pessoal,2025-06-18 09:00:00,40
4043,Reunião,pessoal,2025-06-18 10:00:00,30
4044,Planejar semana,estudos,2025-06-18 11:00:00,36
4045,Escrever artigo,estudos,2025-06-18 12:00:00,100
4046,Planejar semana,profissional,2025-06-18 13:00:00,81
4047,Reunião,estudos,2025-06-18 14:00:00,110
4048,Academia,pessoal,2025-06-18 15:00:00,71
4049,Revisar código,estudos,2025-06-18 16:00:00,105
4050,Estudar IA,saude,2025-06-18 17:00:00,35
4051,Limpar casa,saude,2025-06-18 18:00:00,75
4052,Limpar casa,profissional,2025-06-18 19:00:00,21
4053,Estudar IA,pessoal,2025-06-18 20:00:00,31
4054,Planejar semana,saude,2025-06-18 21:00:00,26
4055,Revisar código,estudos,2025-06-18 22:00:00,16
4056,Projeto pessoal,saude,2025-06-18 23:00:00,116
4057,Codar app,saude,2025-06-19 00:00:00,77
4058,Reunião,profissional,2025-06-19 01:00:00,46
4059,Planejar semana,estudos,2025-06-19 02:00:00,47
4060,Escrever artigo,estudos,2025-06-19 03:00:00,105
4061,Academia,estudos,2025-06-19 04:00:00,20
4062,Limpar casa,profissional,2025-06-19 05:00:00,10
4063,Planejar semana,estudos,2025-06-19 06:00:00,34
4064,Academia,estudos,2025-06-19 07:00:00,51
4065,Reunião,saude,2025-06-19 08:00:00,61
4066,Limpar casa,saude,2025-06-19 09:00:00,33
4067,Limpar casa,estudos,2025-06-19 10:00:00,62
4068,Projeto pessoal,pessoal,2025-06-19 11:00:00,116
4069,Planejar semana,pessoal,2025-06-19 12:00:00,65
4070,Revisar código,estudos,2025-06-19 13:00:00,72
4071,Estudar IA,pessoal,2025-06-19 14:00:00,90
4072,Estudar IA,profissional,2025-06-19 15:00:00,17
4073,Codar app,saude,2025-06-19 16:00:00,68
4074,Escrever artigo,profissional,2025-06-19 17:00:00,54
4075,Academia,saude,2025-06-19 18:00:00,36
4076,Planejar semana,pessoal,2025-06-19 19:00:00,61
4077,Escrever artigo,pessoal,2025-06-19 20:00:00,27
4078,Projeto pessoal,estudos,2025-06-19 21:00:00,100
4079,Limpar casa,pessoal,2025-06-19 22:00:00,95
4080,Revisar código,pessoal,2025-06-19 23:00:00,25
4081,Planejar semana,estudos,2025-06-20 00:00:00,75
4082,Escrever artigo,estudos,2025-06-20 01:00:00,14
4083,Escrever artigo,saude,2025-06-20 02:00:00,91
4084,Revisar código,pessoal,2025-06-20 03:00:00,12
4085,Codar app,saude,2025-06-20 04:00:00,100
4086,Academia,saude,2025-06-20 05:00:00,90
4087,Academia,profissional,2025-06-20 06:00:00,89
4088,Escrever artigo,pessoal,2025-06-20 07:00:00,79
4089,Reunião,pessoal,2025-06-20 08:00:00,16
4090,Escrever artigo,profissional,2025-06-20 09:00:00,59
4091,Escrever artigo,saude,2025-06-20 10:00:00,23
4092,Revisar código,pessoal,2025-06-20 11:00:00,47
4093,Limpar casa,saude,2025-06-20 12:00:00,113
4094,Revisar código,profissional,2025-06-20 13:00:00,88
4095,Planejar semana,estudos,2025-06-20 14:00:00,56
4096,Escrever artigo,saude,2025-06-20 15:00:00,42
4097,Academia,pessoal,2025-06-20 16:00:00,52
4098,Academia,estudos,2025-06-20 17:00:00,100
4099,Estudar IA,saude,2025-06-20 18:00:00,38
4100,Codar app,saude,2025-06-20 19:00:00,66
4101,Projeto pessoal,estudos,2025-06-20 20:00:00,110
4102,Planejar semana,estudos,2025-06-20 21:00:00,14
4103,Planejar semana,estudos,2025-06-20 22:00:00,102
4104,Codar app,pessoal,2025-06-20 23:00:00,105
4105,Projeto pessoal,pessoal,2025-06-21 00:00:00,69
4106,Limpar casa,saude,2025-06-21 01:00:00,79
4107,Escrever artigo,saude,2025-06-21 02:00:00,11
4108,Projeto pessoal,profissional,2025-06-21 03:00:00,79
4109,Reunião,pessoal,2025-06-21 04:00:00,119
4110,Estudar IA,saude,2025-06-21 05:00:00,52
4111,Projeto pessoal,estudos,2025-06-21 06:00:00,13
4112,Projeto pessoal,estudos,2025-06-21 07:00:00,65
4113,Estudar IA,pessoal,2025-06-21 08:00:00,102
4114,Escrever artigo,estudos,2025-06-21 09:00:00,68
4115,Projeto pessoal,profissional,2025-06-21 10:00:00,98
4116,Estudar IA,saude,2025-06-21 11:00:00,18
4117,Estudar IA,saude,2025-06-21 12:00:00,12
4118,Estudar IA,saude,2025-06-21 13:00:00,99
4119,Revisar código,pessoal,2025-06-21 14:00:00,57
4120,Revisar código,estudos,2025-06-21 15:00:00,52
4121,Reunião,profissional,2025-06-21 16:00:00,100
4122,Limpar casa,pessoal,2025-06-21 17:00:00,109
4123,Revisar código,saude,2025-06-21 18:00:00,105
4124,Revisar código,profissional,2025-06-21 19:00:00,10
4125,Limpar casa,saude,2025-06-21 20:00:00,66
4126,Codar app,saude,2025-06-21 21:00:00,62
4127,Estudar IA,pessoal,2025-06-21 22:00:00,25
4128,Planejar semana,saude,2025-06-21 23:00:00,60
4129,Limpar casa,profissional,2025-06-22 00:00:00,84
4130,Reunião,saude,2025-06-22 01:00:00,99
4131,Escrever artigo,estudos,2025-06-22 02:00:00,113
4132,Reunião,saude,2025-06-22 03:00:00,64
4133,Estudar IA,pessoal,2025-06-22 04:00:00,10
4134,Limpar casa,profissional,2025-06-22 05:00:00,99
4135,Reunião,pessoal,2025-06-22 06:00:00,37
4136,Reunião,estudos,2025-06-22 07:00:00,62
4137,Codar app,saude,2025-06-22 08:00:00,67
4138,Codar app,pessoal,2025-06-22 09:00:00,82
4139,Limpar casa,pessoal,2025-06-22 10:00:00,69
4140,Estudar IA,pessoal,2025-06-22 11:00:00,68
4141,Revisar código,pessoal,2025-06-22 12:00:00,117
4142,Academia,estudos,2025-06-22 13:00:00,31
4143,Projeto pessoal,estudos,2025-06-22 14:00:00,17
4144,Planejar semana,saude,2025-06-22 15:00:00,58
4145,Projeto pessoal,saude,2025-06-22 16:00:00,51
4146,Codar app,profissional,2025-06-22 17:00:00,36
4147,Limpar casa,estudos,2025-06-22 18:00:00,48
4148,Projeto pessoal,pessoal,2025-06-22 19:00:00,92
4149,Estudar IA,pessoal,2025-06-22 20:00:00,34
4150,Planejar semana,profissional,2025-06-22 21:00:00,47
4151,Projeto pessoal,pessoal,2025-06-22 22:00:00,94
4152,Planejar semana,profissional,2025-06-22 23:00:00,33
4153,Escrever artigo,saude,2025-06-23 00:00:00,33
4154,Estudar IA,estudos,2025-06-23 01:00:00,69
4155,Academia,profissional,2025-06-23 02:00:00,92
4156,Reunião,pessoal,2025-06-23 03:00:00,59
4157,Planejar semana,profissional,2025-06-23 04:00:00,75
4158,Estudar IA,saude,2025-06-23 05:00:00,23
4159,Planejar semana,pessoal,2025-06-23 06:00:00,62
4160,Planejar semana,saude,2025-06-23 07:00:00,41
4161,Revisar código,saude,2025-06-23 08:00:00,115
4162,Revisar código,profissional,2025-06-23 09:00:00,105
4163,Estudar IA,saude,2025-06-23 10:00:00,101
4164,Revisar código,pessoal,2025-06-23 11:00:00,57
4165,Academia,saude,2025-06-23 12:00:00,48
4166,Limpar casa,saude,2025-06-23 13:00:00,49
4167,Estudar IA,profissional,2025-06-23 14:00:00,51
4168,Estudar IA,saude,2025-06-23 15:00:00,113
4169,Codar app,estudos,2025-06-23 16:00:00,86
4170,Codar app,profissional,2025-06-23 17:00:00,85
4171,Revisar código,profissional,2025-06-23 18:00:00,17
4172,Limpar casa,pessoal,2025-06-23 19:00:00,88
4173,Revisar código,pessoal,2025-06-23 20:00:00,35
4174,Escrever artigo,pessoal,2025-06-23 21:00:00,21
4175,Escrever artigo,pessoal,2025-06-23 22:00:00,52
4176,Reunião,estudos,2025-06-23 23:00:00,60
4177,Escrever artigo,profissional,2025-06-24 00:00:00,119
4178,Codar app,saude,2025-06-24 01:00:00,100
4179,Academia,pessoal,2025-06-24 02:00:00,91
4180,Escrever artigo,pessoal,2025-06-24 03:00:00,118
4181,Revisar código,pessoal,2025-06-24 04:00:00,109
4182,Planejar semana,saude,2025-06-24 05:00:00,72
4183,Estudar IA,pessoal,2025-06-24 06:00:00,58
4184,Academia,saude,2025-06-24 07:00:00,36
4185,Academia,profissional,2025-06-24 08:00:00,18
4186,Revisar código,profissional,2025-06-24 09:00:00,48
4187,Estudar IA,profissional,2025-06-24 10:00:00,74
4188,Codar app,estudos,2025-06-24 11:00:00,80
4189,Academia,saude,2025-06-24 12:00:00,99
4190,Reunião,pessoal,2025-06-24 13:00:00,80
4191,Revisar código,pessoal,2025-06-24 14:00:00,16
4192,Academia,pessoal,2025-06-24 15:00:00,81
4193,Limpar casa,pessoal,2025-06-24 16:00:00,89
4194,Estudar IA,estudos,2025-06-24 17:00:00,76
4195,Escrever artigo,pessoal,2025-06-24 18:00:00,118
4196,Academia,estudos,2025-06-24 19:00:00,19
4197,Revisar código,saude,2025-06-24 20:00:00,80
4198,Escrever artigo,profissional,2025-06-24 21:00:00,94
4199,Reunião,pessoal,2025-06-24 22:00:00,62
4200,Escrever artigo,profissional,2025-06-24 23:00:00,110
4201,Limpar casa,saude,2025-06-25 00:00:00,104
4202,Codar app,saude,2025-06-25 01:00:00,96
4203,Academia,pessoal,2025-06-25 02:00:00,66
4204,Projeto pessoal,saude,2025-06-25 03:00:00,100
4205,Projeto pessoal,profissional,2025-06-25 04:00:00,95
4206,Escrever artigo,pessoal,2025-06-25 05:00:00,112
4207,Estudar IA,estudos,2025-06-25 06:00:00,36
4208,Projeto pessoal,pessoal,2025-06-25 07:00:00,63
4209,Projeto pessoal,profissional,2025-06-25 08:00:00,13
4210,Estudar IA,pessoal,2025-06-25 09:00:00,97
4211,Planejar semana,pessoal,2025-06-25 10:00:00,32
4212,Projeto pessoal,profissional,2025-06-25 11:00:00,57
4213,Limpar casa,pessoal,2025-06-25 12:00:00,92
4214,Academia,pessoal,2025-06-25 13:00:00,51
4215,Academia,profissional,2025-06-25 14:00:00,12
4216,Revisar código,saude,2025-06-25 15:00:00,100
4217,Revisar código,profissional,2025-06-25 16:00:00,12
4218,Estudar IA,pessoal,2025-06-25 17:00:00,37
4219,Reunião,estudos,2025-06-25 18:00:00,72
4220,Revisar código,estudos,2025-06-25 19:00:00,90
4221,Estudar IA,profissional,2025-06-25 20:00:00,40
4222,Revisar código,estudos,2025-06-25 21:00:00,19
4223,Revisar código,pessoal,2025-06-25 22:00:00,58
4224,Reunião,pessoal,2025-06-25 23:00:00,95
4225,Projeto pessoal,profissional,2025-06-26 00:00:00,103
4226,Escrever artigo,pessoal,2025-06-26 01:00:00,30
4227,Planejar semana,saude,2025-06-26 02:00:00,109
4228,Revisar código,pessoal,2025-06-26 03:00:00,62
4229,Revisar código,profissional,2025-06-26 04:00:00,96
4230,Limpar casa,saude,2025-06-26 05:00:00,111
4231,Planejar semana,saude,2025-06-26 06:00:00,85
4232,Reunião,estudos,2025-06-26 07:00:00,98
4233,Academia,pessoal,2025-06-26 08:00:00,63
4234,Revisar código,profissional,2025-06-26 09:00:00,66
4235,Escrever artigo,estudos,2025-06-26 10:00:00,29
4236,Planejar semana,estudos,2025-06-26 11:00:00,58
4237,Projeto pessoal,pessoal,2025-06-26 12:00:00,115
4238,Revisar código,pessoal,2025-06-26 13:00:00,16
4239,Academia,profissional,2025-06-26 14:00:00,38
4240,Academia,estudos,2025-06-26 15:00:00,57
4241,Revisar código,profissional,2025-06-26 16:00:00,102
4242,Codar app,estudos,2025-06-26 17:00:00,22
4243,Academia,estudos,2025-06-26 18:00:00,12
4244,Estudar IA,estudos,2025-06-26 19:00:00,11
4245,Academia,pessoal,2025-06-26 20:00:00,25
4246,Planejar semana,estudos,2025-06-26 21:00:00,103
4247,Codar app,estudos,2025-06-26 22:00:00,111
4248,Reunião,estudos,2025-06-26 23:00:00,15
4249,Limpar casa,saude,2025-06-27 00:00:00,54
4250,Reunião,pessoal,2025-06-27 01:00:00,80
4251,Projeto pessoal,saude,2025-06-27 02:00:00,14
4252,Limpar casa,pessoal,2025-06-27 03:00:00,65
4253,Projeto pessoal,profissional,2025-06-27 04:00:00,80
4254,Limpar casa,saude,2025-06-27 05:00:00,107
4255,Limpar casa,profissional,2025-06-27 06:00:00,41
4256,Estudar IA,estudos,2025-06-27 07:00:00,58
4257,Escrever artigo,profissional,2025-06-27 08:00:00,22
4258,Planejar semana,profissional,2025-06-27 09:00:00,39
4259,Reunião,profissional,2025-06-27 10:00:00,34
4260,Academia,profissional,2025-06-27 11:00:00,94
4261,Codar app,pessoal,2025-06-27 12:00:00,69
4262,Planejar semana,saude,2025-06-27 13:00:00,68
4263,Projeto pessoal,pessoal,2025-06-27 14:00:00,94
4264,Estudar IA,pessoal,2025-06-27 15:00:00,37
4265,Projeto pessoal,pessoal,2025-06-27 16:00:00,67
4266,Escrever artigo,profissional,2025-06-27 17:00:00,29
4267,Codar app,pessoal,2025-06-27 18:00:00,43
4268,Estudar IA,saude,2025-06-27 19:00:00,14
4269,Projeto pessoal,pessoal,2025-06-27 20:00:00,91
4270,Escrever artigo,estudos,2025-06-27 21:00:00,69
4271,Projeto pessoal,profissional,2025-06-27 22:00:00,112
4272,Planejar semana,estudos,2025-06-27 23:00:00,52
4273,Codar app,saude,2025-06-28 00:00:00,66
4274,Revisar código,saude,2025-06-28 01:00:00,66
4275,Planejar semana,saude,2025-06-28 02:00:00,84
4276,Codar app,saude,2025-06-28 03:00:00,63
4277,Escrever artigo,pessoal,2025-06-28 04:00:00,90
4278,Estudar IA,profissional,2025-06-28 05:00:00,54
4279,Limpar casa,saude,2025-06-28 06:00:00,95
4280,Projeto pessoal,estudos,2025-06-28 07:00:00,46
4281,Reunião,saude,2025-06-28 08:00:00,93
4282,Codar app,profissional,2025-06-28 09:00:00,57
4283,Academia,estudos,2025-06-28 10:00:00,63
4284,Escrever artigo,estudos,2025-06-28 11:00:00,57
4285,Revisar código,estudos,2025-06-28 12:00:00,119
4286,Limpar casa,pessoal,2025-06-28 13:00:00,15
4287,Academia,saude,2025-06-28 14:00:00,43
4288,Revisar código,pessoal,2025-06-28 15:00:00,72
4289,Reunião,estudos,2025-06-28 16:00:00,87
4290,Planejar semana,pessoal,2025-06-28 17:00:00,57
4291,Projeto pessoal,pessoal,2025-06-28 18:00:00,32
4292,Estudar IA,pessoal,2025-06-28 19:00:00,93
4293,Revisar código,saude,2025-06-28 20:00:00,22
4294,Limpar casa,estudos,2025-06-28 21:00:00,56
4295,Codar app,estudos,2025-06-28 22:00:00,53
4296,Codar app,saude,2025-06-28 23:00:00,114
4297,Limpar casa,pessoal,2025-06-29 00:00:00,41
4298,Codar app,pessoal,2025-06-29 01:00:00,35
4299,Revisar código,profissional,2025-06-29 02:00:00,62
4300,Escrever artigo,profissional,2025-06-29 03:00:00,23
4301,Codar app,profissional,2025-06-29 04:00:00,61
4302,Planejar semana,saude,2025-06-29 05:00:00,45
4303,Reunião,estudos,2025-06-29 06:00:00,17
4304,Estudar IA,profissional,2025-06-29 07:00:00,49
4305,Revisar código,estudos,2025-06-29 08:00:00,95
4306,Academia,estudos,2025-06-29 09:00:00,31
4307,Limpar casa,estudos,2025-06-29 10:00:00,25
4308,Revisar código,saude,2025-06-29 11:00:00,100
4309,Escrever artigo,saude,2025-06-29 12:00:00,69
4310,Planejar semana,saude,2025-06-29 13:00:00,69
4311,Limpar casa,saude,2025-06-29 14:00:00,19
4312,Codar app,profissional,2025-06-29 15:00:00,34
4313,Revisar código,pessoal,2025-06-29 16:00:00,40
4314,Reunião,pessoal,2025-06-29 17:00:00,30
4315,Limpar casa,pessoal,2025-06-29 18:00:00,100
4316,Projeto pessoal,profissional,2025-06-29 19:00:00,90
4317,Planejar semana,pessoal,2025-06-29 20:00:00,42
4318,Estudar IA,profissional,2025-06-29 21:00:00,40
4319,Limpar casa,profissional,2025-06-29 22:00:00,115
4320,Escrever artigo,profissional,2025-06-29 23:00:00,99
4321,Revisar código,pessoal,2025-06-30 00:00:00,30
4322,Codar app,estudos,2025-06-30 01:00:00,45
4323,Estudar IA,pessoal,2025-06-30 02:00:00,74
4324,Estudar IA,pessoal,2025-06-30 03:00:00,13
4325,Planejar semana,saude,2025-06-30 04:00:00,77
4326,Escrever artigo,profissional,2025-06-30 05:00:00,99
4327,Codar app,estudos,2025-06-30 06:00:00,13
4328,Estudar IA,saude,2025-06-30 07:00:00,18
4329,Escrever artigo,estudos,2025-06-30 08:00:00,39
4330,Escrever artigo,estudos,2025-06-30 09:00:00,54
4331,Academia,profissional,2025-06-30 10:00:00,13
4332,Revisar código,pessoal,2025-06-30 11:00:00,78
4333,Estudar IA,profissional,2025-06-30 12:00:00,118
4334,Estudar IA,profissional,2025-06-30 13:00:00,32
4335,Escrever artigo,saude,2025-06-30 14:00:00,25
4336,Estudar IA,profissional,2025-06-30 15:00:00,31
4337,Escrever artigo,pessoal,2025-06-30 16:00:00,110
4338,Estudar IA,estudos,2025-06-30 17:00:00,81
4339,Escrever artigo,profissional,2025-06-30 18:00:00,57
4340,Academia,estudos,2025-06-30 19:00:00,71
4341,Revisar código,profissional,2025-06-30 20:00:00,106
4342,Escrever artigo,estudos,2025-06-30 21:00:00,69
4343,Estudar IA,profissional,2025-06-30 22:00:00,111
4344,Codar app,saude,2025-06-30 23:00:00,116
4345,Revisar código,estudos,2025-07-01 00:00:00,89
4346,Academia,profissional,2025-07-01 01:00:00,14
4347,Escrever artigo,profissional,2025-07-01 02:00:00,89
4348,Codar app,saude,2025-07-01 03:00:00,16
4349,Escrever artigo,saude,2025-07-01 04:00:00,60
4350,Estudar IA,saude,2025-07-01 05:00:00,74
4351,Limpar casa,estudos,2025-07-01 06:00:00,18
4352,Planejar semana,estudos,2025-07-01 07:00:00,91
4353,Reunião,saude,2025-07-01 08:00:00,54
4354,Codar app,pessoal,2025-07-01 09:00:00,56
4355,Projeto pessoal,pessoal,2025-07-01 10:00:00,76
4356,Escrever artigo,profissional,2025-07-01 11:00:00,33
4357,Escrever artigo,pessoal,2025-07-01 12:00:00,101
4358,Reunião,profissional,2025-07-01 13:00:00,19
4359,Reunião,estudos,2025-07-01 14:00:00,82
4360,Projeto pessoal,estudos,2025-07-01 15:00:00,86
4361,Estudar IA,pessoal,2025-07-01 16:00:00,57
4362,Planejar semana,estudos,2025-07-01 17:00:00,44
4363,Limpar casa,saude,2025-07-01 18:00:00,63
4364,Limpar casa,saude,2025-07-01 19:00:00,96
4365,Academia,pessoal,2025-07-01 20:00:00,90
4366,Academia,pessoal,2025-07-01 21:00:00,119
4367,Estudar IA,profissional,2025-07-01 22:00:00,80
4368,Academia,estudos,2025-07-01 23:00:00,25
4369,Academia,profissional,2025-07-02 00:00:00,62
4370,Projeto pessoal,profissional,2025-07-02 01:00:00,49
4371,Projeto pessoal,saude,2025-07-02 02:00:00,109
4372,Academia,saude,2025-07-02 03:00:00,29
4373,Revisar código,saude,2025-07-02 04:00:00,97
4374,Revisar código,saude,2025-07-02 05:00:00,78
4375,Estudar IA,profissional,2025-07-02 06:00:00,54
4376,Limpar casa,saude,2025-07-02 07:00:00,15
4377,Reunião,estudos,2025-07-02 08:00:00,101
4378,Estudar IA,saude,2025-07-02 09:00:00,78
4379,Academia,saude,2025-07-02 10:00:00,58
4380,Projeto pessoal,saude,2025-07-02 11:00:00,48
4381,Escrever artigo,pessoal,2025-07-02 12:00:00,111
4382,Codar app,estudos,2025-07-02 13:00:00,11
4383,Projeto pessoal,estudos,2025-07-02 14:00:00,116
4384,Revisar código,profissional,2025-07-02 15:00:00,48
4385,Projeto pessoal,profissional,2025-07-02 16:00:00,30
4386,Reunião,saude,2025-07-02 17:00:00,49
4387,Academia,pessoal,2025-07-02 18:00:00,110
4388,Escrever artigo,profissional,2025-07-02 19:00:00,91
4389,Revisar código,profissional,2025-07-02 20:00:00,63
4390,Revisar código,saude,2025-07-02 21:00:00,119
4391,Planejar semana,saude,2025-07-02 22:00:00,21
4392,Limpar casa,profissional,2025-07-02 23:00:00,90
4393,Reunião,profissional,2025-07-03 00:00:00,46
4394,Revisar código,estudos,2025-07-03 01:00:00,119
4395,Limpar casa,pessoal,2025-07-03 02:00:00,47
4396,Revisar código,estudos,2025-07-03 03:00:00,24
4397,Academia,profissional,2025-07-03 04:00:00,16
4398,Limpar casa,estudos,2025-07-03 05:00:00,87
4399,Planejar semana,estudos,2025-07-03 06:00:00,59
4400,Academia,profissional,2025-07-03 07:00:00,74
4401,Escrever artigo,saude,2025-07-03 08:00:00,111
4402,Reunião,profissional,2025-07-03 09:00:00,76
4403,Reunião,saude,2025-07-03 10:00:00,110
4404,Codar app,profissional,2025-07-03 11:00:00,53
4405,Codar app,profissional,2025-07-03 12:00:00,40
4406,Limpar casa,profissional,2025-07-03 13:00:00,52
4407,Reunião,pessoal,2025-07-03 14:00:00,86
4408,Limpar casa,saude,2025-07-03 15:00:00,57
4409,Codar app,pessoal,2025-07-03 16:00:00,91
4410,Escrever artigo,profissional,2025-07-03 17:00:00,90
4411,Revisar código,estudos,2025-07-03 18:00:00,90
4412,Projeto pessoal,pessoal,2025-07-03 19:00:00,70
4413,Limpar casa,saude,2025-07-03 20:00:00,84
4414,Escrever artigo,profissional,2025-07-03 21:00:00,93
4415,Reunião,pessoal,2025-07-03 22:00:00,19
4416,Revisar código,estudos,2025-07-03 23:00:00,38
4417,Planejar semana,pessoal,2025-07-04 00:00:00,57
4418,Codar app,saude,2025-07-04 01:00:00,107
4419,Projeto pessoal,pessoal,2025-07-04 02:00:00,90
4420,Escrever artigo,estudos,2025-07-04 03:00:00,71
4421,Revisar código,estudos,2025-07-04 04:00:00,115
4422,Academia,saude,2025-07-04 05:00:00,22
4423,Estudar IA,estudos,2025-07-04 06:00:00,53
4424,Projeto pessoal,profissional,2025-07-04 07:00:00,56
4425,Projeto pessoal,estudos,2025-07-04 08:00:00,112
4426,Estudar IA,profissional,2025-07-04 09:00:00,73
4427,Planejar semana,pessoal,2025-07-04 10:00:00,100
4428,Academia,profissional,2025-07-04 11:00:00,62
4429,Codar app,profissional,2025-07-04 12:00:00,99
4430,Escrever artigo,pessoal,2025-07-04 13:00:00,101
4431,Revisar código,estudos,2025-07-04 14:00:00,86
4432,Escrever artigo,profissional,2025-07-04 15:00:00,85
4433,Academia,estudos,2025-07-04 16:00:00,53
4434,Escrever artigo,pessoal,2025-07-04 17:00:00,37
4435,Estudar IA,saude,2025-07-04 18:00:00,11
4436,Projeto pessoal,estudos,2025-07-04 19:00:00,110
4437,Escrever artigo,estudos,2025-07-04 20:00:00,66
4438,Limpar casa,saude,2025-07-04 21:00:00,66
4439,Academia,saude,2025-07-04 22:00:00,43
4440,Planejar semana,pessoal,2025-07-04 23:00:00,96
4441,Limpar casa,estudos,2025-07-05 00:00:00,67
4442,Estudar IA,estudos,2025-07-05 01:00:00,61
4443,Reunião,pessoal,2025-07-05 02:00:00,118
4444,Estudar IA,estudos,2025-07-05 03:00:00,38
4445,Planejar semana,profissional,2025-07-05 04:00:00,44
4446,Planejar semana,profissional,2025-07-05 05:00:00,84
4447,Limpar casa,profissional,2025-07-05 06:00:00,57
4448,Academia,estudos,2025-07-05 07:00:00,42
4449,Codar app,profissional,2025-07-05 08:00:00,84
4450,Projeto pessoal,profissional,2025-07-05 09:00:00,82
4451,Limpar casa,pessoal,2025-07-05 10:00:00,87
4452,Planejar semana,pessoal,2025-07-05 11:00:00,18
4453,Reunião,saude,2025-07-05 12:00:00,112
4454,Revisar código,saude,2025-07-05 13:00:00,57
4455,Planejar semana,saude,2025-07-05 14:00:00,76
4456,Planejar semana,saude,2025-07-05 15:00:00,102
4457,Limpar casa,pessoal,2025-07-05 16:00:00,92
4458,Planejar semana,pessoal,2025-07-05 17:00:00,45
4459,Planejar semana,pessoal,2025-07-05 18:00:00,105
4460,Academia,profissional,2025-07-05 19:00:00,80
4461,Projeto pessoal,profissional,2025-07-05 20:00:00,101
4462,Reunião,saude,2025-07-05 21:00:00,53
